HR-Employee-Attrition-完美中文版,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年齡,流失,出差頻率,日薪,部門,家住距離,教育程度,教育領域,員工數,員工編號,環境滿意度,性別,小時薪資,工作投入度,職級,職位角色,工作滿意度,婚姻狀態,月薪,月費率,曾工作公司數,超過18歲,加班,加薪百分比,績效評級,關係滿意度,標準工時,股票選擇權等級,總工作年資,去年訓練次數,工作生活平衡,在公司年資,目前角色年資,上次升遷年資,目前主管年資
37,否,偶爾出差,977,研發部,1,3,生命科學,1,1196,4,女性,56,2,2,製造總監,4,已婚,6474,9961,1,是,否,13,3,2,80,1,14,2,2,14,8,3,11
20,否,偶爾出差,805,研發部,3,3,生命科學,1,1198,1,男性,87,2,1,實驗室技術員,3,單身,3033,12828,1,是,否,12,3,1,80,0,2,2,2,2,2,1,2
44,是,偶爾出差,1097,研發部,10,4,生命科學,1,1200,3,男性,96,3,1,研究科學家,3,單身,2936,10826,1,是,是,11,3,3,80,0,6,4,3,6,4,0,2
53,否,偶爾出差,1223,研發部,7,2,醫學,1,1201,4,女性,50,3,5,經理,3,離婚,18606,18640,3,是,否,18,3,2,80,1,26,6,3,7,7,4,7
29,否,偶爾出差,942,研發部,15,1,生命科學,1,1202,2,女性,69,1,1,研究科學家,4,已婚,2168,26933,0,是,是,18,3,1,80,1,6,2,2,5,4,1,3
22,是,頻繁出差,1256,研發部,3,4,生命科學,1,1203,3,男性,48,2,1,研究科學家,4,已婚,2853,4223,0,是,是,11,3,2,80,1,1,5,3,0,0,0,0
46,否,偶爾出差,1402,銷售部,2,3,行銷,1,1204,3,女性,69,3,4,經理,1,已婚,17048,24097,8,是,否,23,4,1,80,0,28,2,3,26,15,15,9
44,否,不出差,111,研發部,17,3,生命科學,1,1206,4,男性,74,1,1,研究科學家,3,單身,2290,4279,2,是,否,13,3,4,80,0,6,3,3,0,0,0,0
33,否,偶爾出差,147,人力資源專員,2,3,人力資源專員,1,1207,2,男性,99,3,1,人力資源專員,3,已婚,3600,8429,1,是,否,13,3,4,80,1,5,2,3,5,4,1,4
41,是,不出差,906,研發部,5,2,生命科學,1,1210,1,男性,95,2,1,研究科學家,1,離婚,2107,20293,6,是,否,17,3,1,80,1,5,2,1,1,0,0,0
30,否,偶爾出差,1329,銷售部,29,4,生命科學,1,1211,3,男性,61,3,2,銷售執行,1,離婚,4115,13192,8,是,否,19,3,3,80,3,8,3,3,4,3,0,3
40,否,頻繁出差,1184,銷售部,2,4,醫學,1,1212,2,男性,62,3,2,銷售執行,2,已婚,4327,25440,5,是,否,12,3,4,80,3,5,2,3,0,0,0,0
50,否,頻繁出差,1421,研發部,2,3,醫學,1,1215,4,女性,30,3,4,經理,1,已婚,17856,9490,2,是,否,22,4,3,80,1,32,3,3,2,2,2,2
28,否,偶爾出差,1179,研發部,19,4,醫學,1,1216,4,男性,78,2,1,實驗室技術員,1,已婚,3196,12449,1,是,否,12,3,3,80,3,6,2,3,6,5,3,3
46,否,偶爾出差,1450,研發部,15,2,生命科學,1,1217,4,男性,52,3,5,研究總監,2,已婚,19081,10849,5,是,否,11,3,1,80,1,25,2,3,4,2,0,3
35,否,偶爾出差,1361,銷售部,17,4,生命科學,1,1218,3,男性,94,3,2,銷售執行,1,已婚,8966,21026,3,是,是,15,3,4,80,3,15,2,3,7,7,1,7
24,是,偶爾出差,984,研發部,17,2,生命科學,1,1219,4,女性,97,3,1,實驗室技術員,2,已婚,2210,3372,1,是,否,13,3,1,80,1,1,3,1,1,0,0,0
33,否,頻繁出差,1146,銷售部,25,3,醫學,1,1220,2,女性,82,3,2,銷售執行,3,已婚,4539,4905,1,是,否,12,3,1,80,1,10,3,2,10,7,0,1
36,否,偶爾出差,917,研發部,6,4,生命科學,1,1221,3,男性,60,1,1,實驗室技術員,3,離婚,2741,6865,1,是,否,14,3,3,80,1,7,4,3,7,7,1,7
30,否,偶爾出差,853,研發部,7,4,生命科學,1,1224,3,男性,49,3,2,實驗室技術員,3,離婚,3491,11309,1,是,否,13,3,1,80,3,10,4,2,10,7,8,9
44,否,偶爾出差,200,研發部,29,4,其他,1,1225,4,男性,32,3,2,研究科學家,4,單身,4541,7744,1,是,否,25,4,2,80,0,20,3,3,20,11,13,17
20,否,偶爾出差,654,銷售部,21,3,行銷,1,1226,3,男性,43,4,1,銷售代表,4,單身,2678,5050,1,是,否,17,3,4,80,0,2,2,3,2,1,2,2
46,否,偶爾出差,150,研發部,2,4,技術學位,1,1228,4,男性,60,3,2,製造總監,4,離婚,7379,17433,2,是,否,11,3,3,80,1,12,3,2,6,3,1,4
42,否,不出差,179,人力資源專員,2,5,醫學,1,1231,4,男性,79,4,2,人力資源專員,1,已婚,6272,12858,7,是,否,16,3,1,80,1,10,3,4,4,3,0,3
60,否,偶爾出差,696,銷售部,7,4,行銷,1,1233,2,男性,52,4,2,銷售執行,4,離婚,5220,10893,0,是,是,18,3,2,80,1,12,3,3,11,7,1,9
32,否,頻繁出差,116,研發部,13,3,其他,1,1234,3,女性,77,2,1,實驗室技術員,2,已婚,2743,7331,1,是,否,20,4,3,80,1,2,2,3,2,2,2,2
32,否,頻繁出差,1316,研發部,2,2,生命科學,1,1235,4,女性,38,3,2,研究科學家,3,單身,4998,2338,4,是,是,14,3,4,80,0,10,2,3,8,7,0,7
36,否,偶爾出差,363,研發部,1,3,技術學位,1,1237,3,女性,77,1,3,製造總監,1,離婚,10252,4235,2,是,是,21,4,3,80,1,17,2,3,7,7,7,7
33,否,偶爾出差,117,研發部,9,3,醫學,1,1238,1,男性,60,3,1,研究科學家,4,已婚,2781,6311,0,是,否,13,3,2,80,1,15,5,3,14,10,4,10
40,否,偶爾出差,107,銷售部,10,3,技術學位,1,1239,2,女性,84,2,2,銷售執行,2,離婚,6852,11591,7,是,否,12,3,2,80,1,7,2,4,5,1,1,3
25,否,偶爾出差,1356,銷售部,10,4,生命科學,1,1240,3,男性,57,3,2,銷售執行,4,單身,4950,20623,0,是,否,14,3,2,80,0,5,4,3,4,3,1,1
30,否,偶爾出差,1465,研發部,1,3,醫學,1,1241,4,男性,63,3,1,研究科學家,2,已婚,3579,9369,0,是,是,21,4,1,80,1,12,2,3,11,9,5,7
42,否,頻繁出差,458,研發部,26,5,醫學,1,1242,1,女性,60,3,3,研究總監,1,已婚,13191,23281,3,是,是,17,3,3,80,0,20,6,3,1,0,0,0
35,否,不出差,1212,銷售部,8,2,行銷,1,1243,3,女性,78,2,3,銷售執行,4,已婚,10377,13755,4,是,是,11,3,2,80,1,16,6,2,13,2,4,12
27,否,偶爾出差,1103,研發部,14,3,生命科學,1,1244,1,男性,42,3,1,研究科學家,1,已婚,2235,14377,1,是,是,14,3,4,80,2,9,3,2,9,7,6,8
54,否,頻繁出差,966,研發部,1,4,生命科學,1,1245,4,女性,53,3,3,製造總監,3,離婚,10502,9659,7,是,否,17,3,1,80,1,33,2,1,5,4,1,4
44,否,偶爾出差,1117,研發部,2,1,生命科學,1,1246,1,女性,72,4,1,研究科學家,4,已婚,2011,19982,1,是,否,13,3,4,80,1,10,5,3,10,5,7,7
19,是,不出差,504,研發部,10,3,醫學,1,1248,1,女性,96,2,1,研究科學家,2,單身,1859,6148,1,是,是,25,4,2,80,0,1,2,4,1,1,0,0
29,否,偶爾出差,1010,研發部,1,3,生命科學,1,1249,1,女性,97,3,1,研究科學家,4,離婚,3760,5598,1,是,否,15,3,1,80,3,3,5,3,3,2,1,2
54,否,偶爾出差,685,研發部,3,3,生命科學,1,1250,4,男性,85,3,4,研究總監,4,已婚,17779,23474,3,是,否,14,3,1,80,0,36,2,3,10,9,0,9
31,否,偶爾出差,1332,研發部,11,2,醫學,1,1251,3,男性,80,3,2,醫療代表,1,已婚,6833,17089,1,是,是,12,3,4,80,0,6,2,2,6,5,0,1
31,否,偶爾出差,1062,研發部,24,3,醫學,1,1252,3,女性,96,2,2,醫療代表,1,單身,6812,17198,1,是,否,19,3,2,80,0,10,2,3,10,9,1,8
59,否,偶爾出差,326,銷售部,3,3,生命科學,1,1254,3,女性,48,2,2,銷售執行,4,單身,5171,16490,5,是,否,17,3,4,80,0,13,2,3,6,1,0,5
43,否,偶爾出差,920,研發部,3,3,生命科學,1,1255,3,男性,96,1,5,研究總監,4,已婚,19740,18625,3,是,否,14,3,2,80,1,25,2,3,8,7,0,7
49,否,偶爾出差,1098,研發部,4,2,醫學,1,1256,1,男性,85,2,5,經理,3,已婚,18711,12124,2,是,否,13,3,3,80,1,23,2,4,1,0,0,0
36,否,頻繁出差,469,研發部,3,3,技術學位,1,1257,3,男性,46,3,1,研究科學家,2,已婚,3692,9256,1,是,否,12,3,3,80,0,12,2,2,11,10,0,7
48,否,偶爾出差,969,研發部,2,2,技術學位,1,1258,4,男性,76,4,1,實驗室技術員,2,單身,2559,16620,5,是,否,11,3,3,80,0,7,4,2,1,0,0,0
27,否,偶爾出差,1167,研發部,4,2,生命科學,1,1259,1,男性,76,3,1,研究科學家,3,離婚,2517,3208,1,是,否,11,3,2,80,3,5,2,3,5,3,0,3
29,否,偶爾出差,1329,研發部,7,3,生命科學,1,1260,3,男性,82,3,2,醫療代表,4,離婚,6623,4204,1,是,是,11,3,2,80,2,6,2,3,6,0,1,0
48,否,偶爾出差,715,研發部,1,3,生命科學,1,1263,4,男性,76,2,5,研究總監,4,單身,18265,8733,6,是,否,12,3,3,80,0,25,3,4,1,0,0,0
29,否,偶爾出差,694,研發部,1,3,生命科學,1,1264,4,女性,87,2,4,研究總監,4,離婚,16124,3423,3,是,否,14,3,2,80,2,9,2,2,7,7,1,7
34,否,偶爾出差,1320,研發部,20,3,技術學位,1,1265,3,女性,89,4,1,研究科學家,3,已婚,2585,21643,0,是,否,17,3,4,80,0,2,5,2,1,0,0,0
44,否,偶爾出差,1099,銷售部,5,3,行銷,1,1267,2,男性,88,3,5,經理,2,已婚,18213,8751,7,是,否,11,3,3,80,1,26,5,3,22,9,3,10
33,否,偶爾出差,536,銷售部,10,5,行銷,1,1268,4,男性,82,4,3,銷售執行,3,離婚,8380,21708,0,是,是,14,3,4,80,2,10,3,3,9,8,0,8
19,否,偶爾出差,265,研發部,25,3,生命科學,1,1269,2,女性,57,4,1,研究科學家,4,單身,2994,21221,1,是,是,12,3,4,80,0,1,2,3,1,0,0,1
23,否,偶爾出差,373,研發部,1,2,生命科學,1,1270,4,男性,47,3,1,研究科學家,3,已婚,1223,16901,1,是,否,22,4,4,80,1,1,2,3,1,0,0,1
25,是,頻繁出差,599,銷售部,24,1,生命科學,1,1273,3,男性,73,1,1,銷售代表,4,單身,1118,8040,1,是,是,14,3,4,80,0,1,4,3,1,0,1,0
26,否,偶爾出差,583,研發部,4,2,生命科學,1,1275,3,男性,53,3,1,研究科學家,4,單身,2875,9973,1,是,是,20,4,2,80,0,8,2,2,8,5,2,2
45,是,偶爾出差,1449,銷售部,2,3,行銷,1,1277,1,女性,94,1,5,經理,2,單身,18824,2493,2,是,是,16,3,1,80,0,26,2,3,24,10,1,11
55,否,不出差,177,研發部,8,1,醫學,1,1278,4,男性,37,2,4,醫療代表,2,離婚,13577,25592,1,是,是,15,3,4,80,1,34,3,3,33,9,15,0
21,是,頻繁出差,251,研發部,10,2,生命科學,1,1279,1,女性,45,2,1,實驗室技術員,3,單身,2625,25308,1,是,否,20,4,3,80,0,2,2,1,2,2,2,2
46,否,偶爾出差,168,銷售部,4,2,行銷,1,1280,4,女性,33,2,5,經理,2,已婚,18789,9946,2,是,否,14,3,3,80,1,26,2,3,11,4,0,8
34,否,偶爾出差,131,銷售部,2,3,行銷,1,1281,3,女性,86,3,2,銷售執行,1,單身,4538,6039,0,是,是,12,3,4,80,0,4,3,3,3,2,0,2
51,否,頻繁出差,237,銷售部,9,3,生命科學,1,1282,4,男性,83,3,5,經理,2,離婚,19847,19196,4,是,是,24,4,1,80,1,31,5,2,29,10,11,10
59,否,偶爾出差,1429,研發部,18,4,醫學,1,1283,4,男性,67,3,3,製造總監,4,單身,10512,20002,6,是,否,12,3,4,80,0,25,6,2,9,7,5,4
34,否,頻繁出差,135,研發部,19,3,醫學,1,1285,3,女性,46,3,2,實驗室技術員,2,離婚,4444,22534,4,是,否,13,3,3,80,2,15,2,4,11,8,5,10
28,否,頻繁出差,791,研發部,1,4,醫學,1,1286,4,男性,44,3,1,實驗室技術員,3,單身,2154,6842,0,是,是,11,3,3,80,0,5,2,2,4,2,0,2
44,否,偶爾出差,1199,研發部,4,2,生命科學,1,1288,3,男性,92,4,5,經理,1,離婚,19190,17477,1,是,否,14,3,4,80,2,26,4,2,25,9,14,13
34,否,頻繁出差,648,人力資源專員,11,3,生命科學,1,1289,3,男性,56,2,2,人力資源專員,2,已婚,4490,21833,4,是,否,11,3,4,80,2,14,5,4,10,9,1,8
35,否,偶爾出差,735,研發部,6,1,生命科學,1,1291,3,男性,66,3,1,研究科學家,3,已婚,3506,6020,0,是,是,14,3,4,80,0,4,3,3,3,2,2,2
42,否,偶爾出差,603,研發部,7,4,醫學,1,1292,2,女性,78,4,2,研究科學家,2,已婚,2372,5628,6,是,是,16,3,4,80,0,18,2,3,1,0,0,0
43,否,偶爾出差,531,銷售部,4,4,行銷,1,1293,4,女性,56,2,3,銷售執行,4,單身,10231,20364,3,是,否,14,3,4,80,0,23,3,4,21,7,15,17
36,否,偶爾出差,429,研發部,2,4,生命科學,1,1294,3,女性,53,3,2,製造總監,2,單身,5410,2323,9,是,是,11,3,4,80,0,18,2,3,16,14,5,12
44,是,偶爾出差,621,研發部,15,3,醫學,1,1295,1,女性,73,3,3,醫療代表,4,已婚,7978,14075,1,是,否,11,3,4,80,1,10,2,3,10,7,0,5
28,否,頻繁出差,193,研發部,2,3,生命科學,1,1296,4,男性,52,2,1,實驗室技術員,4,已婚,3867,14222,1,是,是,12,3,2,80,1,2,2,3,2,2,2,2
51,否,頻繁出差,968,研發部,6,2,醫學,1,1297,2,女性,40,2,1,實驗室技術員,3,單身,2838,4257,0,是,否,14,3,2,80,0,8,6,2,7,0,7,7
30,否,不出差,879,研發部,9,2,醫學,1,1298,3,女性,72,3,2,製造總監,3,單身,4695,12858,7,是,是,18,3,3,80,0,10,3,3,8,4,1,7
29,是,偶爾出差,806,研發部,7,3,技術學位,1,1299,2,女性,39,3,1,實驗室技術員,3,離婚,3339,17285,3,是,是,13,3,1,80,2,10,2,3,7,7,7,7
28,否,偶爾出差,640,研發部,1,3,技術學位,1,1301,4,男性,84,3,1,研究科學家,1,單身,2080,4732,2,是,否,11,3,2,80,0,5,2,2,3,2,1,2
25,否,偶爾出差,266,研發部,1,3,醫學,1,1303,4,女性,40,3,1,研究科學家,2,單身,2096,18830,1,是,否,18,3,4,80,0,2,3,2,2,2,2,1
32,否,偶爾出差,604,銷售部,8,3,醫學,1,1304,3,男性,56,4,2,銷售執行,4,已婚,6209,11693,1,是,否,15,3,3,80,2,10,4,4,10,7,0,8
45,否,頻繁出差,364,研發部,25,3,醫學,1,1306,2,女性,83,3,5,經理,2,單身,18061,13035,3,是,否,22,4,3,80,0,22,4,3,0,0,0,0
39,否,偶爾出差,412,研發部,13,4,醫學,1,1307,3,女性,94,2,4,經理,2,離婚,17123,17334,6,是,是,13,3,4,80,2,21,4,3,19,9,15,2
58,否,偶爾出差,848,研發部,23,4,生命科學,1,1308,1,男性,88,3,1,研究科學家,3,離婚,2372,26076,1,是,否,12,3,4,80,2,2,3,3,2,2,2,2
32,是,偶爾出差,1089,研發部,7,2,生命科學,1,1309,4,男性,79,3,2,實驗室技術員,3,已婚,4883,22845,1,是,否,18,3,1,80,1,10,3,3,10,4,1,1
39,是,偶爾出差,360,研發部,23,3,醫學,1,1310,3,男性,93,3,1,研究科學家,1,單身,3904,22154,0,是,否,13,3,1,80,0,6,2,3,5,2,0,3
30,否,偶爾出差,1138,研發部,6,3,技術學位,1,1311,1,女性,48,2,2,實驗室技術員,4,已婚,4627,23631,0,是,否,12,3,1,80,1,10,6,3,9,2,6,7
36,否,偶爾出差,325,研發部,10,4,技術學位,1,1312,4,女性,63,3,3,醫療代表,3,已婚,7094,5747,3,是,否,12,3,1,80,0,10,0,3,7,7,1,7
46,否,偶爾出差,991,人力資源專員,1,2,生命科學,1,1314,4,女性,44,3,1,人力資源專員,1,單身,3423,22957,6,是,否,12,3,3,80,0,10,3,4,7,6,5,7
28,否,不出差,1476,研發部,1,3,生命科學,1,1315,3,女性,55,1,2,實驗室技術員,4,已婚,6674,16392,0,是,否,11,3,1,80,3,10,6,3,9,8,7,5
50,否,偶爾出差,1322,研發部,28,3,生命科學,1,1317,4,女性,43,3,4,研究總監,1,已婚,16880,22422,4,是,是,11,3,2,80,0,25,2,3,3,2,1,2
40,是,偶爾出差,299,銷售部,25,4,行銷,1,1318,4,男性,57,2,3,銷售執行,2,單身,9094,17235,2,是,是,12,3,3,80,0,9,2,3,5,4,1,0
52,是,偶爾出差,1030,銷售部,5,3,生命科學,1,1319,2,男性,64,3,3,銷售執行,2,單身,8446,21534,9,是,是,19,3,3,80,0,10,2,2,8,7,7,7
30,否,偶爾出差,634,研發部,17,4,醫學,1,1321,2,女性,95,3,3,經理,1,已婚,11916,25927,1,是,是,23,4,4,80,2,9,2,3,9,1,0,8
39,否,偶爾出差,524,研發部,18,2,生命科學,1,1322,1,男性,32,3,2,製造總監,3,單身,4534,13352,0,是,否,11,3,1,80,0,9,6,3,8,7,1,7
31,否,不出差,587,銷售部,2,4,生命科學,1,1324,4,女性,57,3,3,銷售執行,3,離婚,9852,8935,1,是,是,19,3,1,80,1,10,5,2,10,8,9,6
41,否,不出差,256,銷售部,10,2,醫學,1,1329,3,男性,40,1,2,銷售執行,2,單身,6151,22074,1,是,否,13,3,1,80,0,19,4,3,19,2,11,9
31,是,頻繁出差,1060,銷售部,1,3,生命科學,1,1331,4,女性,54,3,1,銷售代表,2,單身,2302,8319,1,是,是,11,3,1,80,0,3,2,4,3,2,2,2
44,是,偶爾出差,935,研發部,3,3,生命科學,1,1333,1,男性,89,3,1,實驗室技術員,1,已婚,2362,14669,4,是,否,12,3,3,80,0,10,4,4,3,2,1,2
42,否,不出差,495,研發部,2,1,生命科學,1,1334,3,男性,37,3,4,經理,3,已婚,17861,26582,0,是,是,13,3,4,80,0,21,3,2,20,8,2,10
55,否,偶爾出差,282,研發部,2,2,醫學,1,1336,4,女性,58,1,5,經理,3,已婚,19187,6992,4,是,否,14,3,4,80,1,23,5,3,19,9,9,11
56,否,偶爾出差,206,人力資源專員,8,4,生命科學,1,1338,4,男性,99,3,5,經理,2,單身,19717,4022,6,是,否,14,3,1,80,0,36,4,3,7,3,7,7
40,否,不出差,458,研發部,16,2,生命科學,1,1340,3,男性,74,3,1,研究科學家,3,離婚,3544,8532,9,是,否,16,3,2,80,1,6,0,3,4,2,0,0
34,否,偶爾出差,943,研發部,9,3,生命科學,1,1344,4,男性,86,3,3,醫療代表,4,離婚,8500,5494,0,是,否,11,3,4,80,1,10,0,2,9,7,1,6
40,否,偶爾出差,523,研發部,2,3,生命科學,1,1346,3,男性,98,3,2,研究科學家,4,單身,4661,22455,1,是,否,13,3,3,80,0,9,4,3,9,8,8,8
41,否,頻繁出差,1018,銷售部,1,3,行銷,1,1349,3,女性,66,3,2,銷售執行,1,離婚,4103,4297,0,是,否,17,3,4,80,1,10,2,3,9,3,1,7
35,否,頻繁出差,482,研發部,4,4,生命科學,1,1350,3,男性,87,3,2,研究科學家,3,單身,4249,2690,1,是,是,11,3,2,80,0,9,3,3,9,6,1,1
51,否,偶爾出差,770,人力資源專員,5,3,生命科學,1,1352,3,男性,84,3,4,經理,2,離婚,14026,17588,1,是,是,11,3,2,80,1,33,2,3,33,9,0,10
38,否,偶爾出差,1009,銷售部,2,2,生命科學,1,1355,2,女性,31,3,2,銷售執行,1,離婚,6893,19461,3,是,否,15,3,4,80,1,11,3,3,7,7,1,7
34,否,偶爾出差,507,銷售部,15,2,醫學,1,1356,3,女性,66,3,2,銷售執行,1,單身,6125,23553,1,是,否,12,3,4,80,0,10,6,4,10,8,9,6
25,否,偶爾出差,882,研發部,19,1,醫學,1,1358,4,男性,67,3,1,實驗室技術員,4,已婚,3669,9075,3,是,否,11,3,3,80,3,7,6,2,3,2,1,2
58,是,偶爾出差,601,研發部,7,4,醫學,1,1360,3,女性,53,2,3,製造總監,1,已婚,10008,12023,7,是,是,14,3,4,80,0,31,0,2,10,9,5,9
40,否,偶爾出差,329,研發部,1,4,生命科學,1,1361,2,男性,88,3,1,實驗室技術員,2,已婚,2387,6762,3,是,否,22,4,3,80,1,7,3,3,4,2,0,3
36,否,頻繁出差,607,銷售部,7,3,行銷,1,1362,1,女性,83,4,2,銷售執行,1,已婚,4639,2261,2,是,否,16,3,4,80,1,17,2,2,15,7,6,13
48,否,偶爾出差,855,研發部,4,3,生命科學,1,1363,4,男性,54,3,3,製造總監,4,單身,7898,18706,1,是,否,11,3,3,80,0,11,2,3,10,9,0,8
27,否,偶爾出差,1291,銷售部,11,3,醫學,1,1364,3,女性,98,4,1,銷售代表,4,已婚,2534,6527,8,是,否,14,3,2,80,1,5,4,3,1,0,0,0
51,否,偶爾出差,1405,研發部,11,2,技術學位,1,1367,4,女性,82,2,4,製造總監,2,單身,13142,24439,3,是,否,16,3,2,80,0,29,1,2,5,2,0,3
18,否,不出差,1124,研發部,1,3,生命科學,1,1368,4,女性,97,3,1,實驗室技術員,4,單身,1611,19305,1,是,否,15,3,3,80,0,0,5,4,0,0,0,0
35,否,偶爾出差,817,研發部,1,3,醫學,1,1369,4,女性,60,2,2,實驗室技術員,4,已婚,5363,10846,0,是,否,12,3,2,80,1,10,0,3,9,7,0,0
27,否,頻繁出差,793,銷售部,2,1,生命科學,1,1371,4,男性,43,1,2,銷售執行,4,單身,5071,20392,3,是,否,20,4,2,80,0,8,3,3,6,2,0,0
55,是,偶爾出差,267,銷售部,13,4,行銷,1,1372,1,男性,85,4,4,銷售執行,3,單身,13695,9277,6,是,是,17,3,3,80,0,24,2,2,19,7,3,8
56,否,偶爾出差,1369,研發部,23,3,生命科學,1,1373,4,男性,68,3,4,製造總監,2,已婚,13402,18235,4,是,是,12,3,1,80,1,33,0,3,19,16,15,9
34,否,不出差,999,研發部,26,1,技術學位,1,1374,1,女性,92,2,1,研究科學家,3,離婚,2029,15891,1,是,否,20,4,3,80,3,5,2,3,5,4,0,0
40,否,偶爾出差,1202,研發部,2,1,醫學,1,1375,2,女性,89,4,2,醫療代表,3,離婚,6377,13888,5,是,否,20,4,2,80,3,15,0,3,12,11,11,8
34,否,偶爾出差,285,研發部,29,3,醫學,1,1377,2,男性,86,3,2,實驗室技術員,3,已婚,5429,17491,4,是,否,13,3,1,80,2,10,1,3,8,7,7,7
31,是,頻繁出差,703,銷售部,2,3,生命科學,1,1379,3,女性,90,2,1,銷售代表,4,單身,2785,11882,7,是,否,14,3,3,80,0,3,3,4,1,0,0,0
35,是,頻繁出差,662,銷售部,18,4,行銷,1,1380,4,女性,67,3,2,銷售執行,3,已婚,4614,23288,0,是,是,18,3,3,80,1,5,0,2,4,2,3,2
38,否,頻繁出差,693,研發部,7,3,生命科學,1,1382,4,男性,57,4,1,研究科學家,3,離婚,2610,15748,1,是,否,11,3,4,80,3,4,2,3,4,2,0,3
34,否,偶爾出差,404,研發部,2,4,技術學位,1,1383,3,女性,98,3,2,醫療代表,4,單身,6687,6163,1,是,否,11,3,4,80,0,14,2,4,14,11,4,11
28,否,偶爾出差,736,銷售部,26,3,生命科學,1,1387,3,男性,48,2,2,銷售執行,1,已婚,4724,24232,1,是,否,11,3,3,80,1,5,0,3,5,3,0,4
31,是,偶爾出差,330,研發部,22,4,醫學,1,1389,4,男性,98,3,2,製造總監,3,已婚,6179,21057,1,是,是,15,3,4,80,2,10,3,2,10,2,6,7
39,否,偶爾出差,1498,銷售部,21,4,生命科學,1,1390,1,男性,44,2,2,銷售執行,4,已婚,6120,3567,3,是,是,12,3,4,80,2,8,2,4,5,4,1,4
51,否,頻繁出差,541,銷售部,2,3,行銷,1,1391,2,男性,52,3,3,銷售執行,2,已婚,10596,15395,2,是,否,11,3,2,80,0,14,5,3,4,2,3,2
41,否,頻繁出差,1200,研發部,22,3,生命科學,1,1392,4,女性,75,3,2,研究科學家,4,離婚,5467,13953,3,是,是,14,3,1,80,2,12,4,2,6,2,3,3
37,否,偶爾出差,1439,研發部,4,1,生命科學,1,1394,3,男性,54,3,1,研究科學家,3,已婚,2996,5182,7,是,是,15,3,4,80,0,8,2,3,6,4,1,3
33,否,頻繁出差,1111,銷售部,5,1,生命科學,1,1395,2,男性,61,3,2,銷售執行,4,已婚,9998,19293,6,是,否,13,3,1,80,0,8,2,4,5,4,1,2
32,否,偶爾出差,499,銷售部,2,1,行銷,1,1396,3,男性,36,3,2,銷售執行,2,已婚,4078,20497,0,是,是,13,3,1,80,3,4,3,2,3,2,1,2
39,否,不出差,1485,研發部,25,2,生命科學,1,1397,3,男性,71,3,3,醫療代表,3,已婚,10920,3449,3,是,否,21,4,2,80,1,13,2,3,6,4,0,5
25,否,偶爾出差,1372,銷售部,18,1,生命科學,1,1399,1,男性,93,4,2,銷售執行,3,已婚,6232,12477,2,是,否,11,3,2,80,0,6,3,2,3,2,1,2
52,否,頻繁出差,322,研發部,28,2,醫學,1,1401,4,女性,59,4,4,製造總監,3,已婚,13247,9731,2,是,是,11,3,2,80,1,24,3,2,5,3,0,2
43,否,偶爾出差,930,研發部,6,3,醫學,1,1402,1,女性,73,2,2,研究科學家,3,單身,4081,20003,1,是,是,14,3,1,80,0,20,3,1,20,7,1,8
27,否,偶爾出差,205,銷售部,10,3,行銷,1,1403,4,女性,98,2,2,銷售執行,4,已婚,5769,7100,1,是,是,11,3,4,80,0,6,3,3,6,2,4,4
27,是,偶爾出差,135,研發部,17,4,生命科學,1,1405,4,女性,51,3,1,研究科學家,3,單身,2394,25681,1,是,是,13,3,4,80,0,8,2,3,8,2,7,7
26,否,偶爾出差,683,研發部,2,1,醫學,1,1407,1,男性,36,2,1,研究科學家,4,單身,3904,4050,0,是,否,12,3,4,80,0,5,2,3,4,3,1,1
42,否,偶爾出差,1147,人力資源專員,10,3,人力資源專員,1,1408,3,女性,31,3,4,經理,1,已婚,16799,16616,0,是,否,14,3,3,80,1,21,5,3,20,7,0,9
52,否,偶爾出差,258,研發部,8,4,其他,1,1409,3,女性,54,3,1,實驗室技術員,1,已婚,2950,17363,9,是,否,13,3,3,80,0,12,2,1,5,4,0,4
37,否,偶爾出差,1462,研發部,11,3,醫學,1,1411,1,女性,94,3,1,實驗室技術員,3,單身,3629,19106,4,是,否,18,3,1,80,0,8,6,3,3,2,0,2
35,否,頻繁出差,200,研發部,18,2,生命科學,1,1412,3,男性,60,3,3,製造總監,4,單身,9362,19944,2,是,否,11,3,3,80,0,10,2,3,2,2,2,2
25,否,偶爾出差,949,研發部,1,3,技術學位,1,1415,1,男性,81,3,1,實驗室技術員,4,已婚,3229,4910,4,是,否,11,3,2,80,1,7,2,2,3,2,0,2
26,否,偶爾出差,652,研發部,7,3,其他,1,1417,3,男性,100,4,1,實驗室技術員,1,單身,3578,23577,0,是,否,12,3,4,80,0,8,2,3,7,7,0,7
29,否,偶爾出差,332,人力資源專員,17,3,其他,1,1419,2,男性,51,2,3,人力資源專員,1,單身,7988,9769,1,是,否,13,3,1,80,0,10,3,2,10,9,0,9
49,是,頻繁出差,1475,研發部,28,2,生命科學,1,1420,1,男性,97,2,2,實驗室技術員,1,單身,4284,22710,3,是,否,20,4,1,80,0,20,2,3,4,3,1,3
29,是,頻繁出差,337,研發部,14,1,其他,1,1421,3,女性,84,3,3,醫療代表,4,單身,7553,22930,0,是,是,12,3,1,80,0,9,1,3,8,7,7,7
